68,-4,1035
84,24
88,-18
56,14
52,20
70,-30
46,-14
86,-10
58,-24
80,-32
96,6
98,24
90,-16
90,20
78,18
64,0
62,-24
36,14
70,-26
64,6
64,-14
38,-14
68,-24
66,-20
40,-16
98,-24
96,-4
78,-32
74,4
50,4
94,-28
78,18
44,28
98,16
42,6
52,-14
68,6
32,-6
90,-24
84,-36
56,26
90,18
58,-22
46,-22
62,-6
96,-16
74,6
58,-24
40,10
44,-30
86,8
52,-18
50,10
44,-22
48,-34
76,-36
70,26
84,-34
50,-4
60,-4
46,8
40,-30
48,4
50,22
72,-14
68,-16
92,6
56,-10
54,8
84,-10
80,-20
60,0
46,-16
82,10
70,-22
98,6
36,-4
48,-2
80,20
66,16
38,-8
88,10
94,-10
94,6
88,16
76,26
70,8
76,-26
54,-4
94,-2
90,20
74,-24
80,10
90,16
76,16
98,-28
64,28
54,-32
92,22
58,10
44,-32
68,26
48,-30
96,-8
82,-20
44,20
88,-36
98,-36
88,-8
50,-18
72,-18
78,26
56,0
50,26
74,18
80,-16
56,-30
48,8
80,-24
56,8
88,18
86,18
96,-20
40,2
58,-30
66,-18
72,-6
72,-12
88,-14
52,-34
52,-34
78,24
44,-28
74,-34
60,-34
74,-18
54,-14
56,-22
64,-4
80,16
60,-2
92,20
90,16
94,4
90,26
72,2
82,-20
94,-22
98,-16
52,16
42,-32
66,-10
48,-32
50,-14
96,18
60,-12
38,-8
78,-26
58,26
94,8
94,-30
86,-24
98,-4
66,-10
86,-16
58,-8
94,-14
72,10
70,-8
68,-22
76,-30
62,18
48,-34
80,-26
94,-30
36,-6
60,4
66,2
94,-36
96,-30
90,-4
52,12
50,22
76,-6
70,4
66,-16
50,14
94,-18
34,-14
78,-4
92,-34
78,0
32,0
78,-8
80,-20
40,-24
42,-30
68,16
64,-8
82,2
60,-6
62,-10
74,-12
60,-2
40,-10
48,20
54,-12
78,-20
54,-4
58,6
98,20
66,12
80,10
78,0
54,-18
76,-28
74,8
92,0
40,-8
70,-34
76,-14
72,-10
52,24
84,0
88,-22
62,-6
58,-12
40,-18
90,-6
56,-10
56,16
76,-36
44,16
48,12
82,-6
56,8
64,8
80,20
78,0
78,-20
64,0
82,-16
44,6
68,-28
88,-6
76,4
82,6
30,-4
48,-10
50,-18
60,-14
48,-8
66,-26
68,-28
92,22
32,-10
48,14
44,-24
74,12
64,12
64,-6
56,-4
94,28
50,16
92,28
74,22
36,4
50,4
96,8
64,26
66,6
60,-30
68,-12
80,-32
44,10
82,12
68,26
90,-26
48,2
42,-12
76,22
54,-14
78,-16
92,8
92,8
96,14
94,-6
96,-12
58,26
50,-20
86,10
54,-24
62,-24
42,-30
48,28
32,-6
74,-24
72,2
48,20
78,4
82,8
84,24
34,-14
98,-34
60,-18
66,16
94,26
44,-14
36,-20
52,-28
78,4
86,-18
52,4
52,-12
48,4
94,0
88,-24
66,12
74,-6
84,-16
66,2
76,26
62,6
74,-12
80,20
78,-36
80,-6
80,-18
58,-8
76,4
84,-24
80,-6
70,28
68,2
80,-8
50,6
78,24
74,-20
34,-4
48,4
64,28
56,-14
58,-10
44,24
80,-22
88,0
98,-32
82,-12
80,28
68,-14
56,-34
80,12
42,-18
86,8
72,4
60,-34
70,-14
68,-6
56,-8
82,12
58,28
72,0
84,-24
54,-34
68,-20
58,20
92,18
68,6
48,-26
46,-22
88,-36
96,0
52,-34
88,-10
50,6
78,20
96,-34
50,4
48,24
62,14
60,2
76,-24
44,-26
56,-26
78,-22
44,2
56,-2
92,-32
60,26
74,-30
50,-26
44,14
54,-8
46,-14
86,28
80,4
30,-4
74,22
72,-34
60,-20
96,-36
50,-20
30,-2
70,26
58,2
92,-22
86,-8
40,-4
44,-4
90,20
92,22
66,-32
46,-12
98,-36
80,24
50,-20
58,-18
76,0
84,6
74,14
92,-4
60,-4
42,-4
46,-8
58,-30
94,-16
62,8
98,0
58,-18
80,-10
38,4
80,-18
34,2
58,22
40,-2
54,-28
64,28
72,-2
44,2
58,20
94,26
94,-26
40,-12
54,-16
72,20
38,6
80,-6
76,10
80,0
74,-8
86,-16
36,-4
82,-8
96,-4
88,12
88,20
56,-22
96,-24
42,6
60,22
98,14
92,-30
98,-36
86,-34
80,-14
74,2
40,18
72,-4
70,-12
88,-20
42,4
82,-8
96,-22
40,4
66,-22
64,20
94,-10
40,-6
36,-6
56,-24
74,-6
96,28
74,-2
44,2
72,12
78,24
84,-26
94,20
88,-34
52,16
38,8
68,26
86,4
64,-6
54,20
72,12
90,12
66,-26
62,-24
80,28
98,-22
34,-10
64,2
90,4
92,10
94,-6
46,-34
50,2
80,8
90,8
74,-14
78,-36
94,-10
80,-4
50,-14
40,-8
52,-6
90,-10
74,-14
88,-26
78,0
44,16
58,-28
92,-4
42,26
92,-10
84,8
96,-4
66,-14
46,14
50,12
64,20
66,8
44,-28
84,16
70,10
84,-22
48,12
84,-12
46,6
96,-4
86,20
46,-4
84,-4
46,-28
56,14
92,-28
88,-16
54,-34
86,28
54,-24
66,12
58,-32
64,18
92,-8
98,18
48,-8
72,-4
96,-4
66,-16
90,-32
46,26
92,-32
72,-10
68,8
68,14
52,16
42,-12
44,2
66,-28
76,-36
40,14
80,4
42,-8
36,12
84,22
68,-24
82,-28
96,8
62,-20
58,16
34,-10
96,26
30,-4
96,-2
78,-14
98,-16
36,-8
84,16
74,-14
40,12
92,6
98,2
96,10
64,4
60,20
40,12
36,-20
40,-22
76,-18
64,10
62,8
84,-14
44,22
44,18
46,-18
70,8
92,8
78,22
92,-34
68,12
50,-24
50,-34
70,18
82,8
72,-16
40,-28
52,22
52,18
72,18
98,-36
50,22
38,-10
68,-16
58,22
88,16
78,-16
80,10
88,-6
76,-34
70,12
94,0
54,12
98,22
74,28
64,18
34,4
66,-22
82,-32
68,-16
38,-8
96,-20
58,14
80,-14
58,8
86,8
48,-16
82,-12
94,-34
84,-4
40,-12
84,-10
76,-18
68,-12
60,22
96,-32
66,14
98,22
48,-16
48,0
90,-22
78,-16
96,26
68,28
50,-26
98,14
92,2
96,24
92,-16
54,-32
82,-24
86,-32
86,14
40,-30
84,-26
94,-30
46,-24
66,10
86,12
94,-2
36,14
74,12
98,14
78,-12
90,16
42,2
46,-22
84,-20
64,-30
38,0
74,-20
80,-14
60,22
42,-8
74,-10
76,-4
54,-14
