-57,77,13
-86,66
-62,74
-12,88
-50,70
-90,68
-66,82
-14,80
-48,78
-66,94
-28,34
-80,78
-70,96
-74,94
53,45,23
58,62
6,64
44,42
94,44
56,32
98,8
16,28
50,88
80,16
64,18
8,76
98,18
48,94
18,60
36,70
90,16
90,76
64,2
14,78
88,78
42,38
46,24
28,16
-43,-52,28
-56,-44
-60,-44
-74,-46
-16,-40
-88,-66
-82,-58
-34,-78
-50,-16
-28,-30
-24,-96
-72,-78
-8,-8
-4,-10
-50,-46
-100,-64
-96,-82
-68,-60
-34,-88
-36,-50
-14,-42
-22,-54
-26,-86
-24,-52
-28,-52
-44,-18
-58,-20
-2,-98
-14,-46
-78,12,11
-76,-8
-80,30
-100,2
-100,28
-76,26
-96,-26
-48,-8
-90,32
-64,40
-80,36
-58,-14
52,-55,25
46,-24
76,-32
22,-24
88,-96
98,-82
14,-70
86,-42
6,-88
34,-6
62,-34
58,-62
6,-28
30,-38
14,-78
72,-88
82,-96
82,-26
16,-100
32,-28
72,-88
26,-78
6,-14
98,-54
84,-80
98,-22
